table,context
"{'column_header': ['born', 'almaxa0mater', 'occupations', 'yearsxa0active', 'children', 'relatives', 'succeeding', 'political_party'], 'row_number': [1, 1, 1, 1, 1, 1, 1, 1], 'content': ['carla elago ford november 21, 1974 tacloban, philippines', 'philippine christian university', 'actresssingerhostcomedian', '1987/2022; 2023present', '4', 'antonio aquitania', 'n/a', 'tingog sinirangan']}","carla elago ford (born november 21, 1974), better known as karla estrada (tagalog: [ˈkaɾlɐ ɛsˈtɾada]), is a filipino actress, singer, television host, and comedian. films and television series in which she starred in ina, kasusuklaman ba kita? and maricris sioson: japayuki. she starred as supporting role in the series kailangan ko'y ikaw. karla estrada was born as carla elago ford on november 21, 1974, in tacloban city to a filipino mother and an american father. shortly thereafter, her father left after being misinformed that karla had died at birth. according to an episode in maalaala mo kaya featuring accounts on her life, estrada was born to a rich family but was forced to move to tacloban after the death of her grandfather, who was responsible for most of the livelihood of the family. estrada aspired to become an actress since childhood and joined singing competitions. she was discovered by a talent manager in quezon city, which led to her appearance in that's entertainment. estrada is the mother of daniel padilla whom she had at the age of 20; her son's father is rommel padilla. estrada brought daniel to see rommel padilla in prison three years later. she has three other children, jose carlito whom she had at the age of 21 with naldy padilla, margaret whose father is a former quezon city councilor mike planas and carmella from different man."
"{'column_header': ['born', 'occupation(s)', 'sport'], 'row_number': [1, 1, 1], 'content': ['1961', 'biathlete, veterinarian', 'biathlon']}","kari swenson (born 1961) is a veterinarian in bozeman, montana and former biathlete who earned a bronze medal as a member of the 1984 u.s. relay team competing in the first women's biathlon world championships in chamonix, france. swenson placed fifth overall in the women's 10-km final, which, at the time, marked the best performance for a u.s. biathlete of either sex in 26 years of international biathlon competition. in 2015, swenson and her 1984 teammates were inducted into the u.s. biathlon hall of fame."
"{'column_header': ['preceded_by', 'president', 'born'], 'row_number': [1, 1, 1], 'content': ['sergei smyr', 'vladislav ardzinba', 'october 29, 1962 kutol, ochamchira district, abkhazian assr, georgian ssr, soviet union']}","batal tabagua (abkhaz: баҭал табаҕәуа, georgian: ბატალ ტაბაღუა) is the chairman of the central election commission of the republic of abkhazia. he was appointed to the central election commission december 11, 2004 by outgoing president vladislav ardzinba and elected chairman december 14 after his predecessor, sergei smyr, had resigned during the crisis that ensued after the october 3 presidential election. previously, tabagua had been minister for justice and head of the ochamchira district administration."
"{'column_header': ['born', 'occupation', 'yearsxa0active'], 'row_number': [1, 1, 1], 'content': ['william joseph crawford april 20, 1978 clay, alabama, u.s.', 'actor', '1997present']}","joseph ""clayne"" crawford (born april 20, 1978) is an american actor. he is best known for his roles as martin riggs on the fox series lethal weapon (2016–2018) and teddy talbot on the sundancetv series rectify (2013–2016), the latter earning him a nomination for the critics' choice television award for best supporting actor in a drama series. he has also had supporting roles in the films a walk to remember (2002), swimfan (2002), a love song for bobby long (2004), the great raid (2005), and wristcutters: a love story (2006). joseph crawford was born in clay, alabama, on april 20, 1978, the son of lennie and design engineer brian crawford. he graduated from hewitt-trussville high school, where he was on the football and wrestling teams."
"{'column_header': ['born', 'country', 'sport'], 'row_number': [1, 1, 1], 'content': ['28 august 1951 warsaw, poland', 'poland', 'para swimming']}",arkadiusz pawłowski (born 25 april 1956) is a former polish paralympic swimmer who won fifteen medals at the summer paralympics.
"{'column_header': ['date_of_birth', 'place_of_birth', 'height', 'position(s)', 'current_team', 'number', '2009/2018', 'years', '2017/2018', '2018/2021', '2019/2020', '2021/2022', '2021/2023', '2023/2024', '2024', '2018'], 'row_number': [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'content': ['22 february 1999', 'bonn, germany', '1.83xa0m', 'centre-forward', 'waldhof mannheim', '14', '1. fc kln', 'team', '', '2', '', '1. fc kln', '0', '', '1. fc nrnberg ii', '13']}","in may 2018, 1. fc nürnberg announced goden would join the club for the 2018–19 season."
"{'column_header': ['preceded_by', 'succeeded_by', 'constituency', 'political_party', 'other_politicalaffiliations'], 'row_number': [1, 1, 1, 1, 1], 'content': ['michael mulcahy', 'dermot lacey', 'artane', 'fianna fil', 'labour party democratic left']}","creevey began his political career in democratic left. at the 1997 general election, he stood in the dublin north-east constituency but he was not elected receiving 3.7% of the first preference votes. in 1999 he was elected to dublin city council for the labour party which democratic left had merged with in the same year. he represented the artane area."
"{'column_header': ['born', 'occupation', 'political_party'], 'row_number': [1, 1, 1], 'content': ['24 august 1980 jalisco, mexico', 'deputy', 'pan']}",omar antonio borboa becerra (born 24 august 1980) is a mexican politician affiliated with the pan. he currently serves as deputy of the lxii legislature of the mexican congress representing jalisco. he also served as deputy during the lx legislature. this article about a national action party politician born in the 1980s who served in the chamber of deputies is a stub. you can help wikipedia by expanding it.
"{'column_header': ['born', 'almaxa0mater', 'occupation(s)', 'yearsxa0active'], 'row_number': [1, 1, 1, 1], 'content': ['28 may 1972 oldham, greater manchester, england', 'bristol old vic theatre schoolrose bruford college', 'actress, comedian', '1994present']}","kate ashfield (born 28 may 1972) is an english actress and screenwriter, who has appeared in stage, tv and film roles, most famously in her role as liz in the 2004 zombie comedy shaun of the dead. she is the co-writer of the 2017 tv series born to kill. kate ashfield was born on 28 may 1972, in oldham, england. her interest in acting started at an early age, and she later pursued her passion by studying drama at the bristol old vic theatre school."
"{'column_header': ['born', 'citizenship', 'yearsxa0active', 'employer', 'knownxa0for', 'spouse', 'children', 'parent(s)'], 'row_number': [1, 1, 1, 1, 1, 1, 1, 1], 'content': ['tay foo wei4 june 1982singapore', 'singaporean', '2006-present', 'bank of singapore', 'singaporean online personality', 'kim ngan', '2', 'tay choon kow, wang lay eng']}","tay foo wei (chinese: 郑福威; pinyin: zhèng fúwēi, born 4 june 1982), better known as chao ah gua, is a singaporean online personality and wrestling enthusiast."
"{'column_header': ['born', 'genres', 'occupation(s)', 'instrument(s)', 'years_active', 'member_of'], 'row_number': [1, 1, 1, 1, 1, 1], 'content': ['march 22, 1977 jacksonville, florida, u.s.', 'nu metalnalternative metalnalternative rocknrap metalnrap rock', 'musician', 'drumsnpercussionnsynthesizers', '1994present', 'limp bizkit']}","john everett otto (born march 22, 1977) is an american musician best known as the drummer and founding member of american nu metal band limp bizkit. modern drummer reported that otto's playing is ""grounded in metal, jazz, and hip-hop [and that his] fireball rhythms are the grease that makes the bizkit cook."""
"{'column_header': ['country', 'fullxa0name', 'born', 'skixa0club', 'seasons', 'starts', 'podiums', 'overallxa0titles', 'disciplinexa0titles'], 'row_number': [1, 1, 1, 1, 1, 1, 1, 1, 1], 'content': ['sweden', 'anna sofia lind', 'september 4, 1975', 'sarna ik', '6', '10', '0', '0', '0']}","sofia lind, (born 4 september 1975), is a swedish cross-country skier. she won the women's race at the vasaloppet four times, in 1997, 1999, 2004 and 2005. she also had the best time among the women in 1996, but prior to 1997, there was no official women's championship. sofia lind, (born 4 september 1975), is a swedish cross-country skier. she won the women's race at the vasaloppet four times, in 1997, 1999, 2004 and 2005. she also had the best time among the women in 1996, but prior to 1997, there was no official women's championship."
"{'column_header': ['born', 'almaxa0mater', 'fields', 'institutions', 'thesis', 'doctoral_advisor', 'website'], 'row_number': [1, 1, 1, 1, 1, 1, 1], 'content': ['maia garcia vergniory', 'university of the basque countryjoseph fourier university', 'electronic structuremagnetismspinmetalstopological insulators[1]', 'donostia international physics center ikerbasque max planck institute for chemical physics of solids', 'gorputz anitzen eta banda-egituraren efektuak egoera elektroniko kitzikatuen zein oio higikorren eta gainazal solidoen arteko elkerrekintzaren gaineanxa0', 'jose maria pitarke de la torre and pedro miguel echenique', 'maiagv-dipc.org']}","vergniory was born in getxo. she was a doctoral researcher at the university of the basque country. her research considered many-body effects on the interactions between excited electronic states and the mobile ions on surfaces. she started working on topological materials in 2012. vergniory studied the inorganic crystal structure database to identify topologically nontrivial materials. she designed a computational effort to simulate real materials and determine whether or not they showed topological properties. this included complex theoretical analysis that could classify topological phases, and information from materials scientists on whether materials were suitable or not. vergniory uses her supercomputers to perform her calculations ab initio. in an interview with physics world, verginory said that she had been surprised by how many materials she identified with topological properties. as an output of this work, the high-order topological insulator bi4br4 was synthesised and studied experimentally. she showed that if it was possible to identify the symmetry of the crystalline symmetry of a material, she could easily anticipate the behaviour of the charge. she has since started investigating organic materials. she believes that topological crystals with a chiral structure will display several exotic physical phenomena."
